Municipality,Establishment,License Number,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
Midlothian,DURBINS OF MIDLOTHIAN INC.,120703032,6,1691822.02,1540924.15,150897.87,669729,518831.13,150897.87,52814.47,45047.64,7766.83
Midlothian,E77 SPORTS BAR AND GAMING INC.,210701749,6,373991.36,339844.62,34146.74,114822,80675.26,34146.74,11951.51,10193.94,1757.57
Midlothian,FENIL 4 INC.,190703313,6,1529858.52,1390557.21,139301.31,523595,384293.69,139301.31,48755.69,41585.73,7169.96
Midlothian,"Gracie's Wine Bar, INC.",190701037,6,103845.63,91584.95,12260.68,42120,29859.32,12260.68,4291.33,3660.27,631.06
Midlothian,J P FLANNERY INC.,160703094,6,2200063.79,1970622.06,229441.73,833806,604361.6,229444.4,80305.75,68496.07,11809.68
Midlothian,"JNT RESTAURANT, INC.",220700444,6,1523306.49,1367439.41,155867.08,477070,321202.92,155867.08,54553.6,46531,8022.6
Midlothian,"JUST KABOBS OF MIDLOTHIAN, INC.",210702584,6,1190209.73,1100385.54,89824.19,455400,365575.81,89824.19,31438.56,26815.24,4623.32
Midlothian,"Ken Keeler, Inc.",130706595,6,1325178.71,1180350.63,144828.08,573010,428181.92,144828.08,50690.01,43235.61,7454.4
Midlothian,LACEY'S PLACE LLC SERIES MIDLOTHIAN,150704411,6,2946557.6,2697518.94,249038.66,1179055,930016.34,249038.66,87163.74,74345.55,12818.19
Midlothian,"Los Burritos Lokos #3, Inc.",160701789,5,344697.61,306643.72,38053.89,131261,93206.91,38054.09,13319.07,11360.37,1958.7
Midlothian,MIDLOTHIAN CAFE CORP.,210700485,6,821698.63,746316.5,75382.13,328203,252820.83,75382.17,26383.89,22503.9,3879.99
Midlothian,"Midlothian Hog Wild, Inc.",200701960,6,108395.92,94761.72,13634.2,42906,29271.81,13634.19,4771.96,4070.2,701.76
Midlothian,"Midlothian Memorial Post 2580, Veterans of Foreign Wars of the US, Inc.",120900317,6,277002.58,247354.17,29648.41,93811,64162.59,29648.41,10377.19,8851.14,1526.05
Midlothian,"Quanah, LLC",210700051,6,1795714.33,1664367.3,131347.03,662411,531063.97,131347.03,45971.48,39210.96,6760.52
Midlothian,STEAK-N-EGGER ROUTE 66 INC.,170703590,5,783840.36,710232.65,73607.71,246479,172871.29,73607.71,25762.87,21974.2,3788.67
Midlothian,Thorntons Inc.,180702590,6,3531625.02,3238691.76,292933.26,1319153,1026219.74,292933.26,102526.8,87449.33,15077.47
Midlothian,WDM GROUP LLC,220701202,6,1435338,1296943.71,138394.29,489290,350895.71,138394.29,48438.02,41314.78,7123.24
Milan,"Bethany Enterprises, Inc.",220702525,6,3654652.26,3274598.13,380054.13,1209212,829157.87,380054.13,133019.02,113457.41,19561.61
Milan,"Big River Entertainment, Inc.",160700003,6,1573019.56,1413368.02,159651.54,506680,347028.46,159651.54,55878.14,47660.77,8217.37
Milan,BIG RIVER GAMING LLC,170702823,6,1405415.28,1275337.69,130077.59,466134,336056.41,130077.59,45527.4,38832.19,6695.21
Milan,"BIG SWING ENTERTAINMENT, LLC",180704542,5,261303.75,231606.89,29696.86,98829,69132.14,29696.86,10394.03,8865.49,1528.54
Milan,"BT Cox Consulting, Inc",230700749,6,1543253.81,1357876.22,185377.59,529622,344244.41,185377.59,64882.4,55340.88,9541.52
Milan,Finn's Grill LLC,240700729,4,27342.29,24284.14,3058.15,12959,9900.95,3058.05,1070.39,912.97,157.42
Milan,Koellner Enterprises 3 LLC,150704237,6,1309945.56,1195397.08,114548.48,413090,298541.52,114548.48,40092.16,34196.25,5895.91
Milan,"Lucky Duckys, LLC",170703395,6,822825.97,744627.9,78198.07,288636,210437.93,78198.07,27369.5,23344.59,4024.91
Milan,"LULI'S, LLC",190702160,5,367394.54,337603.6,29790.94,127715,97925.32,29789.68,10426.56,8893.25,1533.31
Milan,Milan HJ Inc.,210700066,5,332182.08,304683.44,27498.64,120494,92995.36,27498.64,9624.72,8209.33,1415.39
Milan,"MILAN POST, NO. 569 OF THE AMERICAN LEGION ",120910148,6,524922.13,477317.89,47604.24,172118,124513.76,47604.24,16661.57,14211.35,2450.22
Milan,"Mr. Ed´s, Ltd.",120709586,5,1286422.94,1171970.15,114452.79,410047,295594.21,114452.79,40058.59,34167.62,5890.97
Milan,"Pagalo's, Inc.",120709428,5,158305.78,138805.92,19499.86,58385,38885.14,19499.86,6825.13,5821.44,1003.69
Milan,"Pub2019, L.L.C.",190701615,5,533734.93,480951.33,52783.6,167533,114749.46,52783.54,18474.4,15757.58,2716.82
Milan,"Seymour-Garcia, LLC",130700353,5,642674.3,587982.36,54691.94,234388,179696.06,54691.94,19142.3,16327.26,2815.04
Milan,"The Outlet, Inc.",180700251,6,2002513.3,1863118.6,139394.7,619941,480546.54,139394.46,48788.17,41613.45,7174.72
Milan,"Welcome Bar & Restaurant, Inc.",120708461,6,517461.63,476287.67,41173.96,154838,113664.04,41173.96,14411.06,12291.8,2119.26
Milford,"Bert's Place Milford, Inc.",170702161,5,560224.45,500982.01,59242.44,197654,138411.48,59242.52,20735.05,17685.76,3049.29
Milford,CASEY'S RETAIL COMPANY,240702104,6,40766.86,33291.39,7475.47,13224,5748.53,7475.47,2616.38,2231.62,384.76
Milford,"ROUTE 1 SALES, LLC",190701802,6,1290957.9,1172821.81,118136.09,513050,394913.91,118136.09,41347.83,35267.28,6080.55
Milledgeville,JEFF LESLIE LANCASTER,140704032,6,1105573.06,1011412.58,94160.48,413692,319531.52,94160.48,32956.4,28109.87,4846.53
Milledgeville,Pub 225 LLC,170704248,4,369903.51,345886.07,24017.44,134186,110168.56,24017.44,8406.13,7169.94,1236.19
Milledgeville,"The Mill Wheel Tavern, LLC",170700467,5,453506.1,414075.56,39430.54,169801,130369.91,39431.09,13800.97,11771.42,2029.55
Milledgeville,"Wally's Enterprises, Inc.",170703997,6,2190326.06,1982438.96,207887.1,914279,706391.53,207887.47,72760.8,62060.69,10700.11
Millington,"Jimbo's Place, Inc.",130702527,6,666777.09,592372.21,74404.88,253083,178678.12,74404.88,26041.87,22212.18,3829.69
Millington,The Last Chance Saloon LLC,180701071,6,624853.43,558525.66,66327.77,238014,171686.23,66327.77,23214.78,19800.84,3413.94
Millstadt,"CDMDBD, LLC.",190701185,6,4933198.14,4496350.87,436847.27,1697320,1260408.53,436911.47,152919.26,130431.13,22488.13
Millstadt,"Columbus Club of Millstadt, Illinois, Inc.",120705360,6,2625642.71,2421492.49,204150.22,783662,579511.78,204150.22,71452.73,60944.98,10507.75
Millstadt,James Clayton Incorporated,150703057,6,766619.23,728663.35,37955.88,239600,201643.74,37956.26,13284.86,11331.21,1953.65
Millstadt,Mariachi's Inc.,160700228,6,35321.48,29746.22,5575.26,10699,5123.95,5575.05,1951.29,1664.34,286.95
Millstadt,Mariachis Millstadt Inc.,250700115,6,553645.65,489996.83,63648.82,160120,96471.18,63648.82,22277.2,19001.13,3276.07
Millstadt,MILLSTADT V. F. W. POST 7980,120910106,4,77493.12,72644.15,4848.97,25559,20709.98,4849.02,1697.15,1447.56,249.59
Millstadt,"Ott's Tavern, Inc.",170702022,5,1026878.35,942503.19,84375.16,343651,259275.84,84375.16,29531.5,25188.63,4342.87
Millstadt,"Papa Vito's, INC. ",170700162,5,233233.06,208647.75,24585.31,78711,54125.69,24585.31,8604.91,7339.48,1265.43
Millstadt,Pour Decisions WS&G Inc.,210703712,6,1348316.73,1199521.47,148795.26,461681,312885.74,148795.26,52078.57,44419.96,7658.61
Millstadt,"SPIKES PUBLIC HOUSE, LLC",210700296,6,1957366.36,1776852.21,180514.15,679843,499328.45,180514.55,63180.26,53889.05,9291.21
Mineral,"ADCD, Inc.",120700736,6,1173974.08,1078566.4,95407.68,346923,251515.32,95407.68,33392.97,28482.24,4910.73
Minier,Lanes at Minier LLC,220702784,3,121783.97,113418.68,8365.29,45763,37397.21,8365.79,2927.97,2497.38,430.59
Minier,"MINIER TAP, INC.",140702265,6,2315405.9,2123267.04,192138.86,795471,603331.94,192139.06,67248.8,57359.27,9889.53
Minier,Sasa Gasmart Inc.,180702829,5,649872.49,603928.64,45943.85,173115,127170.96,45944.04,16080.58,13715.8,2364.78
Minonk,Gold Star Gaming LLC,210702290,6,455674.62,395515.76,60158.86,160301,100142.14,60158.86,21055.84,17959.39,3096.45
Minonk,"Minonk Lanes, LLC",190703942,6,1269594.34,1133419.42,136174.92,430827,294652.08,136174.92,47661.39,40652.37,7009.02
Minonk,"Petri's Pour House, Inc.",150700199,6,956128.33,860468.62,95659.71,350293,254633.65,95659.35,33480.85,28557.19,4923.66
Minonk,RIFF'S INC.,120706853,6,527688.36,488414.76,39273.6,168001,128727.4,39273.6,13745.89,11724.44,2021.45
Minonk,"Road Ranger, L.L.C.",121004155,5,2620476.96,2374725.26,245751.7,843168,597446.14,245721.86,86002.89,73355.4,12647.49
Minooka,Aces Garage Bar and Grill LLC,230701086,6,899367.07,839332.11,60034.96,348212,288177.04,60034.96,21012.36,17922.31,3090.05
Minooka,Betsys Minooka Inc.,240703063,6,973359.86,882567.18,90792.68,349316,258523.32,90792.68,31777.57,27104.39,4673.18
Minooka,DOCK ROTZ HOLDINGS LLC,140703605,4,658137.35,588548.3,69589.05,227702,158112.96,69589.04,24356.3,20774.49,3581.81
Minooka,E.L. NORTON INC.,120706342,2,72845.05,68480.7,4364.35,25356,20991.48,4364.52,1527.62,1302.97,224.65
Minooka,"Los Campesinos Mexican Grill, Inc.",220700210,4,182409.1,167679.13,14729.97,74078,59348.03,14729.97,5155.54,4397.38,758.16
Minooka,MINIANCH INC.,240701645,6,1555456.05,1404411.48,151044.57,610601,459556.43,151044.57,52865.81,45091.43,7774.38
Minooka,"MINOOKA BANQUET HALL, INC.",230701492,5,183959.29,161975.09,21984.2,77024,55039.8,21984.2,7694.6,6563.04,1131.56
Minooka,My Way Corp.,150700126,5,222881.72,199225.03,23656.69,68083,44426.31,23656.69,8279.92,7062.29,1217.63
Minooka,Pilot Travel Centers LLC,121009243,6,3811746.33,3440987.69,370758.64,1249137,877877.83,371259.17,129940.98,110832.01,19108.97
Minooka,"PLP Holdings, LLC-Wings 1",190700092,6,1309802.31,1202637.49,107164.82,496138,388949.15,107188.85,37516.11,31999.03,5517.08
Minooka,"Roxi's Gaming Parlor, LLC",160702974,6,2381223.85,2178697.76,202526.09,750599,548046.96,202552.04,70893.3,60467.82,10425.48
Mokena,"19TH HOLE, LLC",220700042,6,536381.42,498568.2,37813.22,186571,148750.78,37820.22,13237.12,11290.5,1946.62
Mokena,"A BITE OF MEXICO, LLC",240700087,5,509852.63,458102.11,51750.52,167140,115389.48,51750.52,18112.68,15449.06,2663.62
Mokena,"CONROC, INC.",120710710,6,3395568.36,3087994.72,307573.64,1165071,857497.36,307573.64,107650.98,91819.96,15831.02
Mokena,"EggCetera Cafe II, Inc.",210700325,4,198214.93,174082.04,24132.89,57446,33313.31,24132.69,8446.67,7204.5,1242.17
Mokena,"F & N MOKENA, INC.",190701061,6,2069708.21,1864282.43,205425.78,753436,548010.14,205425.86,71899.15,61325.75,10573.4
Mokena,FMRM4 Incorporated,150703303,6,2563717.18,2318114.88,245602.3,923912,678309.7,245602.3,85961.03,73319.69,12641.34
Mokena,"FOX'S ON WOLF, INC.",160701986,5,1194984.15,1079886.74,115097.41,444706,329608.59,115097.41,40284.22,34360.07,5924.15
Mokena,J'S PHILLY'S LLC,240701824,4,41665.63,40242.76,1422.87,17508,16085.13,1422.87,498.11,424.86,73.25
Mokena,J-Mokena Inc.,190701439,6,4825934.12,4478228.73,347705.39,1755071,1407365.61,347705.39,121697.18,103800.55,17896.63
Mokena,"JAY K, INC.",210700275,6,818188.87,739855.24,78333.63,292188,213853.79,78334.21,27417.2,23385.27,4031.93
Mokena,"LENNY'S GAS N WASH LAGRANGE ROAD, LLC",181002655,6,12385094.43,11326680.41,1058414.02,3942359,2883945.16,1058413.84,370445.09,315967.87,54477.22
Mokena,"Lenny's Gas N Wash, LLC",201000195,10,17520830.4,16013052.7,1507777.7,6022473,4514570.06,1507902.94,527766.22,450153.54,77612.68
Mokena,"Lucky Bird, Inc.",160703969,4,512714.96,477452.73,35262.23,206573,171310.77,35262.23,12341.88,10526.91,1814.97
Mokena,"Mandy Enterprises, Inc.",120701227,6,1820703.09,1662469.53,158233.56,540541,382307.44,158233.56,55381.87,47237.48,8144.39
Mokena,MOKENA MINDY'S INC.,140703386,6,1888224.78,1720067.42,168157.36,638059,469901.64,168157.36,58855.32,50200.15,8655.17
Mokena,"MONTEMAYOR, INC.",150702411,6,1092741.4,986665.31,106076.09,407897,301821.12,106075.88,37126.64,31666.84,5459.8
Mokena,"STONEY POINT GRILL, LLC",120712644,6,4313083.1,3864033,449050.1,1643738,1194748.86,448989.14,157146.29,134036.55,23109.74
Mokena,The Alley Grill and Tap Company,160700145,6,3007920.77,2738611.62,269309.15,1070133,800823.85,269309.15,94258.27,80396.76,13861.51
Mokena,"THE MOKENA INN, INC.",120711432,6,1299153.71,1156996.03,142157.68,432183,290025.32,142157.68,49755.47,42438.49,7316.98
Mokena,William Martin VFW Post 725,120911211,6,3689895.98,3338877.47,351018.51,1285887,934868.49,351018.51,122856.8,104789.62,18067.18
Mokena,Windy City Taverns LLC,150700720,6,3053000.54,2792424.79,260575.75,1099121,838545.25,260575.75,91201.72,77789.72,13412
Moline,"1848 Entertainment, LLC",220700591,2,228760.51,212875.46,15885.05,74395,58509.95,15885.05,5559.86,4742.23,817.63
Moline,2 Bad Boyz LLC,120709508,5,1185737.41,1060832.47,124904.94,397878,272973,124905,43716.95,37288.01,6428.94
Moline,"Akal, Inc.",150703213,6,2597126.83,2342640.68,254486.15,865850,611363.85,254486.15,89070.23,75971.68,13098.55
Moline,"BLW Moline, LLC",170702786,6,999976.19,906975.39,93000.8,369159,276158,93001,32550.66,27763.78,4786.88
Moline,"C & L Pizza, LTD.",150702488,6,882623.12,790244.8,92378.32,315795,223416.43,92378.57,32332.68,27577.87,4754.81
Moline,East End Bolders Club,120702256,5,357868.39,321463.65,36404.74,124282,87877.26,36404.74,12741.77,10867.98,1873.79
Moline,"FMHPB, Inc.",160703627,5,216405.74,190600.51,25805.23,77264,51458.77,25805.23,9031.95,7703.72,1328.23
Moline,"FRIENDS CIRCLE CLUB, INC.",120702281,5,891913.13,795649.52,96263.61,342883,246619.69,96263.31,33692.25,28737.5,4954.75
Moline,"Hafner's Wagon Wheel, Inc.",140702337,3,257465.82,222967.32,34498.5,99202,64703.84,34498.16,12074.52,10298.85,1775.67
Moline,"HARD TIMES, LLC",150700058,4,1475961.11,1337807.56,138153.55,567455,429301.45,138153.55,48353.79,41242.93,7110.86
Moline,"Harley's Tavern, Inc.",120709278,4,1023443.36,915826.32,107617.04,325513,217895.96,107617.04,37666.08,32126.95,5539.13
Moline,"JIMSAM, Inc.",120702274,4,1076243.54,988114.62,88128.92,350921,262792.08,88128.92,30845.24,26309.17,4536.07
Moline,"JRW Electrical Enterprises, Inc.",160702833,5,858386.06,783754.74,74631.32,254755,180123.79,74631.21,26120.99,22279.67,3841.32
Moline,"Julie's Entertainment, LLC",170702383,6,4583166.43,4262257.48,320908.95,1375465,1054556.05,320908.95,112318.31,95800.93,16517.38
Moline,Les & Molly's LLC,150701452,6,1580513.58,1428565.7,151947.88,622192,470243.92,151948.08,53181.86,45361.01,7820.85
Moline,Moline Viking Home Association,140700084,4,430621.83,396343.7,34278.13,168287,134008.87,34278.13,11997.49,10233.16,1764.33
Moline,Molo Oil Company,170702493,5,471361.79,422876.18,48485.61,146584,98024.39,48559.61,16995.87,14496.48,2499.39
Moline,O'Keefe's Iwish Incorporated,120710092,6,1347495.91,1220393.35,127102.56,440393,313249.15,127143.85,44500.4,37956.24,6544.16
Moline,"QCFEC, LLC",120709659,5,198645.35,183400.65,15244.7,65647,50402.19,15244.81,5335.62,4550.95,784.67
Moline,Rosy's Watering Hole Inc.,120709515,6,4115201.35,3718613.55,396587.8,1251067,854473.78,396593.22,138807.76,118394.85,20412.91
Moline,"SMAX, Inc.",120705346,6,2421932,2188539.85,233392.15,812683,579290.85,233392.15,81687.38,69674.53,12012.85
Moline,Sofie's Slots LLC,180700114,6,2733565.21,2455664.28,277900.93,828748,550847.07,277900.93,97265.5,82961.75,14303.75
Moline,"SUZI'S XV, LLC",160700312,6,2336195.84,2120310.52,215885.32,715407,499521.68,215885.32,75560.04,64448.26,11111.78
Moline,"SUZI'S XVI, LLC",180702374,6,4044317.11,3724162.85,320154.26,1235387,915232.74,320154.26,112054.15,95575.61,16478.54
Moline,"SUZI'S XXI, LLC",170703498,6,4490458.76,4081255.64,409203.12,1297194,887990.93,409203.07,143221.27,122159.32,21061.95
Moline,"SUZI'S XXII, LLC",170704016,6,1844896.97,1671783.63,173113.34,625968,452854.66,173113.34,60589.72,51679.48,8910.24
Moline,"Suzi's XXIII, LLC",220700173,6,1058112.13,970750.58,87361.55,447394,360031.65,87362.35,30576.93,26080.33,4496.6
Moline,T.B.G.H. Inc.,120702246,5,1003050.46,906733.68,96316.78,332000,235683.24,96316.76,33710.95,28753.46,4957.49
Moline,"The Parkside Grill and Lounge, Inc.",150701899,6,1936162.08,1755369.92,180792.16,632910,452117.94,180792.06,63277.58,53972.06,9305.52
Moline,"TUMBLES, INC.",120710085,5,794533.34,705474.01,89059.33,279127,190062.41,89064.59,31172.81,26588.57,4584.24
Moline,"White Horse Inn, Inc.",120703186,5,794822.77,710770.93,84051.84,238482,154429.56,84052.44,29418.57,25092.32,4326.25
Moline,"Willard L. Velie Jr. Post No. 2153, Veterans of Foreign Wars of the United States, Inc.",120902253,3,53990.92,50356.57,3634.35,18672,15037.65,3634.35,1272.05,1085,187.05
Momence,"Angela's Best Shot, Inc.",160703452,6,1504770.59,1367310.02,137460.57,518181,380687.41,137493.59,48122.9,41046.01,7076.89
Momence,Benzino LLC,180700946,6,683723.55,623975.77,59747.78,247834,188086.57,59747.43,20911.8,17836.54,3075.26
Momence,"DJJ Entertainment, LLC",240702214,5,280170.99,253614.96,26556.03,95722,69165.97,26556.03,9294.77,7927.9,1366.87
Momence,"Ralo and Raquel, Inc.",190702100,5,595431.48,549137.72,46293.76,207490,161196.24,46293.76,16202.89,13820.11,2382.78
Momence,Tapp Managment LLC,120702332,6,1697294.27,1521511.33,175782.94,638871,463088.06,175782.94,61524.14,52476.48,9047.66
Momence,"TWENTY-ONE GAMING LOUNGE, INC.",220702057,6,812087.06,745674.02,66413.04,327019,260606.23,66412.77,23244.59,19826.27,3418.32
Momence,"WASH N WINNIE'S OF MOMENCE, INC.",140702884,6,2894068.65,2615678.22,278390.43,1000278,721887.57,278390.43,97436.93,83107.97,14328.96
Monee,"BRIPLACE, INC.",120701383,6,1339027.61,1235120.65,103906.96,461586,357679.04,103906.96,36367.66,31019.49,5348.17
Monee,"HAWKS RETAIL VENTURES, INC.",180700159,6,749800.1,685800.87,63999.23,300183,236183.84,63999.16,22399.87,19105.77,3294.1
Monee,Jagruti Inc.,190701262,6,1343571.09,1218119.82,125451.27,533703,408251.73,125451.27,43908.22,37451.12,6457.1
Monee,"Julie's Monee, LLC",160701289,6,1415825.05,1320885.69,94939.36,528979,434039.79,94939.21,33228.92,28342.3,4886.62
Monee,LABAS LATTE & VINO INC.,220702128,3,1516.14,1027.94,488.2,566,77.8,488.2,170.87,145.74,25.13
Monee,Lacey's Place LLC Series Monee,160701171,6,3071385.55,2782630.34,288755.21,1073859,785103.79,288755.21,101064.42,86202,14862.42
Monee,Nayna 33 Inc.,230700271,6,1128239.38,1027862.05,100377.33,430756,330378.67,100377.33,35132.34,29965.84,5166.5
Monee,"P & P Main Deck, Inc.",190700014,6,1028162.74,943810.78,84351.96,333213,248860.94,84352.06,29523.3,25181.64,4341.66
Monee,Pilot Travel Centers LLC,121009103,6,2221437.06,1994562.89,226874.17,735950,508974.83,226975.17,79441.4,67758.85,11682.55
Monee,"REGIN, INC.",120706373,6,1078992.67,965310.08,113682.59,335287,221604.36,113682.64,39789.26,33937.9,5851.36
Monee,TA Operating LLC,201000107,10,4126603.28,3776077.66,350525.62,1531183.65,1180622.21,350561.44,122696.84,104653.17,18043.67
Monee,Thorntons LLC,221002247,6,1826091.43,1687978.31,138113.12,646863,508750.33,138112.67,48339.58,41230.82,7108.76
Monee,"TOI, Inc.",150700075,4,318216.29,285683.99,32532.3,118761,86228.8,32532.2,11386.47,9711.99,1674.48
Monee,"TRIANGLE III, INC.",200703017,6,2121495.9,1916131.17,205364.73,910413,705048.27,205364.73,71877.9,61307.63,10570.27
Monmouth,"1st Avenue Pub, LLC",160701748,6,2351528.39,2128679.92,222848.47,823023,600174.53,222848.47,77997.09,66526.93,11470.16
Monmouth,Andrew Waters,120707913,6,923893.11,849636.23,74256.88,306919,232662.23,74256.77,25990.05,22167.98,3822.07
Monmouth,"Baka Ismaili, Inc.",170702890,6,1057664.32,968065.55,89598.77,350407,260808.23,89598.77,31359.74,26748.01,4611.73
Monmouth,"Bernardi Brothers III, Inc.",200700336,6,1312993.85,1214498.18,98495.67,416382,317886.33,98495.67,34473.59,29403.95,5069.64
Monmouth,"Butch Crain, Inc.",120703319,5,477184.02,437606.82,39577.2,167399,127821.85,39577.15,13852.13,11815.05,2037.08
Monmouth,"Danny's Tap, Inc. ",120704199,6,2449551.47,2231027.71,218523.76,807368,588844.24,218523.76,76483.45,65235.88,11247.57
Monmouth,EL TORO IL INC.,220703723,4,360932.17,342435.38,18496.79,118818,100321.16,18496.84,6473.98,5521.93,952.05
Monmouth,FOUR STAR BAR & GRILL INC.,120704193,6,850515.42,768009.74,82505.68,288276,205770.32,82505.68,28877.17,24630.54,4246.63
Monmouth,"J.B.'s Woodshed, Inc",120703321,6,1009102.89,901424.62,107678.27,343367,235688.76,107678.24,37687.52,32145.23,5542.29
Monmouth,"Love's Travel Stops & Country Stores, Inc.",201002762,8,6077935.98,5552975.16,524960.82,1962008,1437055.84,524952.16,183733.65,156714,27019.65
Monmouth,"Marion B. Fletcher Post #136, American Legion",120904784,3,119234.3,118133.26,1101.04,41236,40135.26,1100.74,385.36,328.69,56.67
Monmouth,Monmouth Park District,230700034,3,184485.52,160470.14,24015.38,65259,41243.5,24015.5,8405.42,7169.34,1236.08
Monmouth,"Strom Enterprises, Inc.",180701364,6,679859.79,631480.59,48379.2,229379,180999.8,48379.2,16932.83,14442.71,2490.12
Monmouth,"Varsity Club, Inc.",170700342,6,837547.99,755638.52,81909.47,292727,210817.53,81909.47,28668.47,24452.51,4215.96
Monroe Center,AR AMUSEMENTS LLC,160703485,6,339900.38,306723.02,33177.36,129714,96536.79,33177.21,11612.17,9904.5,1707.67
Monroe Center,"Cruisin I-39, Inc.",230701421,6,867446.63,780686.77,86759.86,346138,259378.14,86759.86,30366.26,25900.65,4465.61
Monroe Center,"Double-O Saloon, Inc.",180702627,6,952969.01,889293.66,63675.35,334131,270455.65,63675.35,22286.52,19009.09,3277.43
Monroe Center,"M C Tap, Inc.",140702770,6,637458.59,571321.32,66137.27,249500,183363.23,66136.77,23148.15,19744.02,3404.13
Monroe Center,"MONROE CENTER OASIS, INC.",201002442,10,2536181.14,2246347.14,289834,935937,646481.79,289455.21,101309.58,86411.11,14898.47
Monroe County,Crazy Train Saloon & Grill LLC,180700558,6,733206.13,678096.72,55109.41,238302,183192.59,55109.41,19288.41,16451.87,2836.54
Monroe County,"Dreamland Palace, LTD.",190701760,3,204701.9,187574.23,17127.67,103523,86395.63,17127.37,5994.67,5113.12,881.55
Monroe County,"Freeda's On Main, LLC",180702256,5,614110.12,564544.41,49565.71,200136,150570.02,49565.98,17348.2,14796.99,2551.21
Monroe County,Midwest Petroleum Company,181003289,6,1436739.01,1300740.42,135998.59,539810,403791.41,136018.59,47606.52,40605.57,7000.95
Monroe County,"Route 3 Bar & Grill, LLC",170700575,6,1181784.49,1080988.72,100795.77,399911,299115.23,100795.77,35278.63,30090.6,5188.03
Montgomery,BABA'S MONTGOMERY INC.,220702585,6,923878.57,846824.6,77053.97,533194,456139.83,77054.17,26969.24,23003.18,3966.06
Montgomery,Cardinal Restaurant Group - Montgomery LLC,230700941,6,3811486.12,3480425.84,331060.28,1475203,1144142.72,331060.28,115871.13,98831.26,17039.87
Montgomery,"CHIQUITA FOOD MARKET MONTGOMERY, INC.",180703161,4,380096.37,340962.7,39133.67,119782,80648.33,39133.67,13696.91,11682.66,2014.25
Montgomery,El Costeno Inc.,160700614,6,1592808.71,1455703.4,137105.31,499697,362571.44,137125.56,47994.2,40936.24,7057.96
Montgomery,"Gario's Pizza Villa, LTD.",120711374,6,1401728.74,1257455.86,144272.88,402755,258482.12,144272.88,50495.63,43069.8,7425.83
Montgomery,"GNCD, INC.",120710394,6,2600207.5,2356376.55,243830.95,941783,697952.05,243830.95,85341.05,72790.89,12550.16
Montgomery,"Golden Brothers, Corp.",220703537,6,858081.76,765044.56,93037.2,347259,254221.7,93037.3,32563.16,27774.47,4788.69
Montgomery,"Grandma's Table, Inc.",140700550,6,3875309.02,3531024.52,344284.5,1423057,1078772.5,344284.5,120499.6,102779.07,17720.53
Montgomery,"Gray's Mill Estate, LLC",210700874,6,280138.02,254706.37,25431.65,108789,83357.35,25431.65,8901.16,7592.17,1308.99
Montgomery,"LENNY'S GAS N WASH ORCHARD AND JERICHO, LLC",221002732,6,6814942.8,6196382.53,618560.27,2468384,1849789.47,618594.53,216508.3,184668.86,31839.44
Montgomery,"Midwest Convenience, Inc.",211001887,10,3184981.4,2891683.35,293298.05,1205245,911946.83,293298.17,102654.62,87558.35,15096.27
Montgomery,"Montgomery Memorial Post #7452 Veterans of Foreign Wars of US, Inc.",120900371,6,1113456.91,1025681.21,87775.7,366981,279205.15,87775.85,30721.68,26203.79,4517.89
Montgomery,"Orchard Stop, LLC",131001822,6,4307780.22,3916998.8,390781.42,1551934,1161170.86,390763.14,136767.25,116654.42,20112.83
Montgomery,PIG DOG PUB INC.,160703597,6,2177685.98,1960963.14,216722.84,804347,587623.79,216723.21,75853.36,64698.46,11154.9
Montgomery,"SANS OF MONTGOMERY, INC.",120709162,6,1721751.01,1538936.3,182814.71,624760,441945.29,182814.71,63985.43,54575.8,9409.63
Montgomery,Toplay LLC,150701534,5,107903.97,94884.6,13019.37,41219,28199.63,13019.37,4556.82,3886.7,670.12
Montgomery County,"Gudgel Ranch Saloon, LLC",230701127,6,848199.99,768572.52,79627.47,297476,217848.78,79627.22,27869.69,23771.19,4098.5
Monticello,Cardinal Restaurant Group - Monticello LLC,160704003,6,3071853.3,2804677.49,267175.81,951269,684093.19,267175.81,93511.79,79760.06,13751.73
Monticello,"East End Tavern, LTD.",120707306,6,2047562.75,1864939.49,182623.26,768614,585990.74,182623.26,63918.19,54518.46,9399.73
Monticello,Mac's Convenience Stores LLC,141003785,6,2714145.2,2476901.6,237243.6,856538,619294.7,237243.3,83035.33,70824.26,12211.07
Monticello,Mac's Convenience Stores LLC,190701028,6,2050755.17,1863604.6,187150.57,680725,493574.43,187150.57,65502.84,55870.09,9632.75
Monticello,Monticello Red Wheel Inc.,130704000,6,1013844.3,936530.6,77313.7,253934,176620.16,77313.84,27059.92,23080.52,3979.4
Monticello,PT Norman Inc.,120701402,6,361761.04,337911.89,23849.15,124837,100988.45,23848.55,8347.11,7119.6,1227.51
Monticello,Roger Salmon,180703883,6,383478.17,351998.25,31479.92,147354,115860.68,31493.32,11022.77,9401.76,1621.01
Monticello,Susan Marie Courson,190701203,6,2712359.69,2483708.89,228650.8,903872,675221.2,228650.8,80027.88,68259.07,11768.81
Monticello,"Three Ravens, Inc.",130706230,3,305137.26,286509.68,18627.58,111406,92778.42,18627.58,6519.76,5560.97,958.79
