Municipality,Establishment,License Number,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
Belvidere,Dollar Bar LLC,170701752,5,1522598.05,1356337.9,166260.15,566043,399782.85,166260.15,58191.25,49633.71,8557.54
Belvidere,"EXPRESSLANE, INC.",190702377,5,1294480.67,1169202.95,125277.72,464830,339552.48,125277.52,43847.28,37399.17,6448.11
Belvidere,"GALLANO-CONCORDIA, LTD.",120712502,6,2487298.21,2255237,232061.21,849010,616948.79,232061.21,81221.72,69277.36,11944.36
Belvidere,"Goldfish Gaming, Inc.",160702394,6,1803416.42,1621161.51,182254.91,689150,506895.09,182254.91,63789.52,54408.7,9380.82
Belvidere,"GRAMPA'S, INC. ",120712919,6,996608.2,888710.33,107897.87,364297,256399.13,107897.87,37764.35,32210.76,5553.59
Belvidere,HAPPY 9 INC.,210700022,6,1013049.11,908333.98,104715.13,462238,357522.87,104715.13,36650.64,31260.83,5389.81
Belvidere,"Illinois Café & Service Company, LLC",130704514,6,1471507.28,1347884.81,123622.47,562229,438586.53,123642.47,43275.01,36911.05,6363.96
Belvidere,"Jack Rose, LLC",180700822,5,675994.24,611862.53,64131.71,235407,171274.91,64132.09,22446.36,19145.44,3300.92
Belvidere,Jum Group LLC,210700353,6,1290359.18,1170053.63,120305.55,431284,310978.45,120305.55,42107.2,35914.96,6192.24
Belvidere,Kelley Williamson Company,180703291,5,1715924.81,1535405.39,180519.42,627973,447394.63,180578.37,63202.66,53908.16,9294.5
Belvidere,"KRISHIV INVESTMENTS, INC.",220703858,5,523448.5,467918.07,55530.43,205823,150292.77,55530.23,19435.78,16577.58,2858.2
Belvidere,LA CANASTA SUPERMERCADO Y TAQUERIA CORP.,180703437,5,162907.87,144016.88,18890.99,61926,43035.01,18890.99,6611.98,5639.62,972.36
Belvidere,LCI Highland of Illinois LLC,170702480,6,2545458.88,2339756.32,205702.56,954088,748353.04,205734.96,72007.27,61417.96,10589.31
Belvidere,"MAGGIO'S PIZZERIA, LLC",220702356,4,13762.81,12556.73,1206.08,6906,5699.92,1206.08,422.16,360.07,62.09
Belvidere,MB 396 LLC,200702998,6,937998.16,843765.27,94232.89,356884,262650.52,94233.48,32981.98,28131.68,4850.3
Belvidere,NGK Belvidere LLC,160701813,6,822884.52,732845.82,90038.7,328288,238249.69,90038.31,31513.46,26879.13,4634.33
Belvidere,Nine Iron LLC,220703280,1,68930.11,66771.01,2159.1,26928,24768.9,2159.1,755.68,644.55,111.13
Belvidere,OLIVO GAMING INC.,210703079,6,108361.61,97683.16,10678.45,43921,33242.55,10678.45,3737.46,3187.83,549.63
Belvidere,OM BELVIDERE LIQUOR INC.,230700614,6,665303.26,613030.7,52272.56,249595,197321.84,52273.16,18295.84,15605.28,2690.56
Belvidere,"OM BELVIDERE OIL, LLC",231002804,10,2819815.14,2552245.39,267569.75,1044577,777007.35,267569.65,93649.64,79877.63,13772.01
Belvidere,"ONE STOP PACEMAKER, INC.",150703855,6,2140082.12,1946574.87,193507.25,818542,625034.47,193507.53,67727.82,57767.84,9959.98
Belvidere,"Pinewoods Restaurant Group, LLC",150702424,6,2572428.92,2332597.18,239831.74,866262,626430.26,239831.74,83941.26,71596.94,12344.32
Belvidere,Royalty Slots Belvidere 2 LLC,240701530,6,845917.97,754061.38,91856.59,339177,247320.41,91856.59,32149.91,27421.99,4727.92
Belvidere,Speedway LLC,161002424,5,2795846.85,2536245.04,259601.81,954542,694776.6,259765.4,90917.93,77547.65,13370.28
Belvidere,"State Street Gaming, LLC",180703888,6,1234049.04,1097231.19,136817.85,477838,341020.15,136817.85,47886.38,40844.28,7042.1
Belvidere,VIGNESH LLC,210701968,5,735417.88,665816.74,69601.14,285709,216107.86,69601.14,24360.6,20778.16,3582.44
Bement,"Albert Parker Post No. 620, The American Legion, Department of Illinois",140902356,3,379739.87,369567.7,10172.17,115141,104968.83,10172.17,3560.26,3036.69,523.57
Bement,"GLENNON'S TAVERN, INC.",120711783,6,1387508,1281338.9,106169.1,482014,375844.9,106169.1,37159.48,31694.85,5464.63
Bement,"Larced, Inc.",120708195,5,387298.43,362216.38,25082.05,118225,93142.95,25082.05,8778.85,7487.84,1291.01
Bement,SHREE RAJ SHYAMAJI CORP.,160704004,6,1310934.43,1189490.43,121444,407459,286015,121444,42505.52,36254.71,6250.81
Benld,FISKO INC.,180701941,5,824986.02,732837.19,92148.83,266551,174402.17,92148.83,32252.32,27509.32,4743
Benld,Jessica Rieffer,160702794,6,241699.69,222977.51,18722.18,81648,62925.82,18722.18,6552.74,5589.1,963.64
Benld,Randy Koniak,120707989,6,524415.39,474213.08,50202.31,203257,153054.16,50202.84,17571.24,14987.23,2584.01
Benld,"SCW, Incorporated",160702857,5,127601.69,107450.17,20151.52,54910,34758.48,20151.52,7053.12,6015.9,1037.22
Benld,SG's Cabin Inc.,210703249,6,926279.29,853397.85,72881.44,373356,300474.56,72881.44,25508.72,21757.44,3751.28
Bensenville,"Asti Imported Italian Foods, Inc.",200701841,5,308502.53,282197.61,26304.92,131615,105310.08,26304.92,9206.81,7852.86,1353.95
Bensenville,BENSENVILLE PARK DIST,230702590,6,113571.97,104056.58,9515.39,44950,35434.61,9515.39,3330.38,2840.62,489.76
Bensenville,Burcall Corp.,120704940,6,1207041.37,1123182.61,83858.76,378829,294970.24,83858.76,29350.67,25034.39,4316.28
Bensenville,"C L Quick Stop of Belvidere, Inc.",170701628,6,2396020.84,2171688.69,224332.15,864276,639943.85,224332.15,78516.3,66969.79,11546.51
Bensenville,"CHIQUITA FOOD MARKET BENSENVILLE, INC.",170703215,5,462490.36,414889.38,47600.98,149931,102330.02,47600.98,16660.56,14210.49,2450.07
Bensenville,CILANTRO TACO GRILL BENSENVILLE LLC,240700904,6,848700.17,762093.22,86606.95,381491,294884.05,86606.95,30312.6,25854.86,4457.74
Bensenville,"DE CAMPANA RESTAURANT, INC.",140702419,6,2335617.21,2115222.09,220395.12,942528,722132.88,220395.12,77138.51,65794.62,11343.89
Bensenville,"ELITE RESTAURANT GROUP IV, INC.",170702983,6,4096678.17,3741179.84,355498.33,1460378,1104879.17,355498.83,124424.72,106126.96,18297.76
Bensenville,"Golden Nest Restaurant, Inc.",190701944,6,3745166.45,3407613.79,337552.66,1356361,1018808.26,337552.74,118143.69,100769.62,17374.07
Bensenville,"Golden Nest Restaurant, Inc.",210700372,3,35697.1,31667.07,4030.03,14986,10955.97,4030.03,1410.55,1203.11,207.44
Bensenville,"MAMMA MARIA'S PIZZERIA-BENSENVILLE, INC.",190700856,4,1020746.7,919476.46,101270.24,371834,270563.76,101270.24,35444.8,30232.34,5212.46
Bensenville,"Mariscos El Amigo 3, Inc.",210703253,4,284022.33,266417.24,17605.09,110112,92506.91,17605.09,6161.9,5255.74,906.16
Bensenville,"NIGIJO 5, INC.",240700949,6,2762293.03,2528703.37,233589.66,1022666,789076.34,233589.66,81756.57,69733.54,12023.03
Bensenville,RAY'S LLC,190701173,6,1223086.21,1124839.05,98247.16,395984,297736.84,98247.16,34386.64,29329.8,5056.84
Bensenville,"Stella's - Brentwood Commons, LLC",170700200,6,6326921.99,5706469.88,620452.11,2216477,1595341.35,621135.65,217397.76,185427.5,31970.26
Bensenville,"TACOS PUEBLA 2, INC.",220701803,6,691212.56,619593.28,71619.28,259118,187499.12,71618.88,25066.9,21380.6,3686.3
Bensenville,"The Original Jim & Tom's, Inc.",190703181,6,469261.22,415980.71,53280.51,161385,107951.87,53433.13,18701.71,15951.47,2750.24
Benson,"A.J.'s Lounge of Benson, Inc.",120707733,6,1063152.44,962992.28,100160.16,323817,223656.84,100160.16,35056.11,29900.8,5155.31
Benton,Bado-Don Enterprises LLC,210701017,5,369682.58,335683.01,33999.57,118302,84302.43,33999.57,11899.92,10149.94,1749.98
Benton,"Benton Aerie #2898, Inc., Fraternal Order of Eagles",120806570,6,1619058.93,1469051.97,150006.96,633177,483170.04,150006.96,52502.48,44781.54,7720.94
Benton,"Benton Lodge No.1234, Benevolent and Protective Order of Elks of the USA",120811580,6,732421.35,674635.21,57786.14,205237,147450.86,57786.14,20225.29,17250.97,2974.32
Benton,Boneyard Boccie Ball Club,130705056,5,968727.26,891273.65,77453.61,251697,174243.39,77453.61,27108.87,23122.28,3986.59
Benton,CHARLIE PAUL'S LLC,180700535,6,1011875.32,917743.65,94131.67,347199,253067.33,94131.67,32946.31,28101.26,4845.05
Benton,"Eastside Liquor & Gaming, LLC",200700695,6,1314201.82,1197483.92,116717.9,326130,209412.14,116717.86,40851.57,34844,6007.57
Benton,"Flo's Gaming, LLC",220700476,6,2326491.28,2094027.96,232463.32,774129,541665.68,232463.32,81362.37,69397.3,11965.07
Benton,"Flo's Gaming, LLC",220700758,6,1680795.14,1536425.65,144369.49,568220,423850.51,144369.49,50529.45,43098.64,7430.81
Benton,Hoot N Holler Saloon LLC,130702689,6,1644953.14,1512007.8,132945.34,451583,318637.66,132945.34,46531.05,39688.24,6842.81
Benton,I Shree 1 Inc.,220701647,5,1152288.96,1052189.69,100099.27,345679,245579.73,100099.27,35034.86,29882.68,5152.18
Benton,Jay Khodal Inc.,210702450,6,1672139.66,1544200.98,127938.68,578592,450653.32,127938.68,44778.76,38193.64,6585.12
Benton,"Joe's Pizza of Benton, Inc.",160703670,4,142063.76,133713.89,8349.87,53175,44825.03,8349.97,2922.54,2492.76,429.78
Benton,"K & M Liquors, Inc.",190702870,5,1023087.92,930073.54,93014.38,297768,204753.62,93014.38,32555.03,27767.53,4787.5
Benton,Karla Donaldson,120702307,6,829636,741262.2,88373.8,299871,211496.96,88374.04,30931.17,26382.48,4548.69
Benton,Kit Kats Bar & Grill LLC,240701717,4,30547.02,26506.64,4040.38,13328,9287.62,4040.38,1414.13,1206.17,207.96
Benton,Mac's Convenience Stores LLC,190703976,6,2246760.81,2013628.73,233132.08,720141,487008.92,233132.08,81596.5,69597.03,11999.47
Benton,"Martin & Bayley, Inc.",190702458,6,2579666.34,2346350.96,233315.38,793940,560624.62,233315.38,81660.52,69651.63,12008.89
Benton,Stanley Mc Collum Post No. 280 of the American Legion ,120907005,6,982660.39,904367.37,78293.02,367213,288769.57,78443.43,27455.33,23417.78,4037.55
Benton,"Stots, Inc.",170701162,6,1419333.72,1290385.33,128948.39,539800,410851.61,128948.39,45132.05,38494.98,6637.07
Berkeley,5630 S & S LLC,230702188,6,3086284.95,2830367.71,255917.24,1299378,1043460.76,255917.24,89571.02,76398.82,13172.2
Berkeley,"Berkeley's Best Wings, Inc.",140703931,6,1004028.97,901640.44,102388.53,268668,166279.47,102388.53,35836.22,30566.2,5270.02
Berkeley,"BERKELEY'S FINER FOODS, INC.",190703857,6,675751.88,612461.2,63290.68,283701,220410.52,63290.48,22151.8,18894.17,3257.63
Berkeley,"Bobby's, Inc.",130700503,5,834486.97,745200.33,89286.64,273451,184164.36,89286.64,31250.47,26654.83,4595.64
Berkeley,"Illinois Café & Service Company, LLC",130703486,6,3296040.56,3006341.67,289698.89,1207053,917354.11,289698.89,101394.68,86483.72,14910.96
Berkeley,LCI Highland of Illinois LLC,140702997,6,3933362.46,3605001.82,328360.64,1446886,1118525.36,328360.64,114926.43,98025.48,16900.95
Berkeley,Rockys' Gyros Inc.,160702608,6,829672.78,743285.98,86386.8,302143,215756.2,86386.8,30235.49,25789.1,4446.39
Berkeley,Super Taco Express 1 Corp.,160702595,6,758423.73,713971.45,44452.28,241518,197065.72,44452.28,15558.34,13270.35,2287.99
Berwyn,"3 G HOSPITALITY, LLC",180703963,6,3093526.79,2786971.67,306555.12,1191525,884969.88,306555.12,107294.37,91515.8,15778.57
Berwyn,6512 W CERMAK LLC,220701928,6,3497761.77,3175116.96,322644.81,1343891,1021246.19,322644.81,112925.67,96318.96,16606.71
Berwyn,"Arteaga Enterprises, Inc.",120708124,4,735267.03,664241.23,71025.8,347105,276079.2,71025.8,24859.21,21203.43,3655.78
Berwyn,Berwyn Eagles Aerie 2125 FOE.,120802021,6,370481.76,328483.62,41998.14,161177,119178.86,41998.14,14699.52,12537.83,2161.69
Berwyn,"Berwyn Lodge No. 424, Loyal Order of Moose",120801345,4,309969.04,292038.37,17930.67,118748,100817.33,17930.67,6275.81,5352.9,922.91
Berwyn,Blackhawk Restaurant Group LLC Series 6969Berwyn,130706517,6,6169302.8,5617505.19,551797.61,2221635,1669820.43,551814.57,193135.27,164733.02,28402.25
Berwyn,"Blackjack's Group, INC.",160701449,6,753736.44,668753.63,84982.81,296375,211392.19,84982.81,29744.07,25369.95,4374.12
Berwyn,"Cafe Amore, Inc.",130706428,6,1951748.61,1755592.93,196155.68,837957,641801.32,196155.68,68654.8,58558.51,10096.29
Berwyn,"CAFE GRILL & CAPPUCCINO BAR, INC.",220701518,6,1278398.46,1145547.12,132851.34,463794,330942.56,132851.44,46498.12,39660.17,6837.95
Berwyn,"CGVM ENTERPRISE, INC.",180700040,6,2402481.15,2170568.99,231912.16,914290,682377.84,231912.16,81169.44,69232.77,11936.67
Berwyn,Chackos Liquor Inc,220703753,6,2259493.97,2059555.12,199938.85,787463,587524.15,199938.85,69978.92,59687.92,10291
Berwyn,"CHER'S RENDEZVOUS, LLC",230701333,6,1604765.75,1479557.52,125208.23,580981,455772.77,125208.23,43822.97,37378.41,6444.56
Berwyn,"Commodore Barry Post No. 256, Illinois Department of the American Legion",120713099,6,464864.67,417340.82,47523.85,184358,136834.45,47523.55,16633.42,14187.33,2446.09
Berwyn,"CONNIE'S & GIANNIS, INC.",130701991,6,903158.57,807051.51,96107.06,401406,305298.94,96107.06,33637.63,28690.92,4946.71
Berwyn,CORRAL LLC,240702362,4,40,26.1,13.9,19,5.1,13.9,4.87,4.15,0.72
Berwyn,"D&A GAMING, INC.",160702079,6,476483.07,428751.74,47731.33,187617,139885.7,47731.3,16706.09,14249.32,2456.77
Berwyn,"DLN ENTERPRISES, INC.",140704007,6,2321607.05,2100465.95,221141.1,785479,564337.9,221141.1,77399.51,66017.24,11382.27
Berwyn,DYNASTY TAP ROOM INC.,240700349,5,480334.75,433273.21,47061.54,181515,134453.46,47061.54,16471.63,14049.33,2422.3
Berwyn,E.T. And T Enterprises INC,150701755,6,2608680.41,2363638.72,245041.69,1078606,833564.31,245041.69,85764.78,73152.3,12612.48
Berwyn,EL NUEVO VALLARTA SPORTS BAR AND GRILL INC.,190702712,6,997916.86,898910.02,99006.84,419551,320544.15,99006.85,34652.7,29556.7,5096
Berwyn,"EMWDP, INC.",160700428,6,2585876.82,2331680.33,254196.49,873119,618892.37,254226.63,88979.61,75894.36,13085.25
Berwyn,EMWDP2 INC.,160703110,3,354053.01,306757.96,47295.05,140408,93112.95,47295.05,16553.35,14119.02,2434.33
Berwyn,"Fill Up Station, Inc.",120703649,4,957128.35,856645.52,100482.83,345425,244942.17,100482.83,35169.11,29997.19,5171.92
Berwyn,"FLAPJACK ENTERPRISES, LLC",240702764,4,2082.26,1542.78,539.48,1015,475.52,539.48,188.83,161.07,27.76
Berwyn,FLIGHT 22 WINE BAR LLC,180702274,6,2079741.57,1867715.69,212025.88,775913,563887.12,212025.88,74209.34,63296.2,10913.14
Berwyn,Friendly Inc.,120707756,4,274724.96,252483.97,22240.99,96868,74627.06,22240.94,7784.41,6639.65,1144.76
Berwyn,"GODSON'S BANQUETS, INC.",230701931,6,272377.12,251996.43,20380.69,59046,38665.31,20380.69,7133.26,6084.26,1049
Berwyn,"GOLDPIG, LLC",240700338,6,211931.94,190432.47,21499.47,81362,59863.75,21498.25,7524.42,6417.9,1106.52
Berwyn,"HAMMERHED ENTERPRISES, INC.",190700458,5,608983.78,547406.45,61577.33,228664,167086.67,61577.33,21552.24,18382.79,3169.45
Berwyn,HDZ GARV INC.,160700114,4,354874.31,322231.52,32642.79,134841,102198.51,32642.49,11425.02,9744.87,1680.15
Berwyn,HOME RUN INN PIZZA-BERWYN INC.,190703230,4,301878.61,277472.71,24405.9,142303,117897.34,24405.66,8541.98,7285.8,1256.18
Berwyn,"House Of Slots, Inc.",160700660,6,1128976.24,1022826.06,106150.18,376320,270169.74,106150.26,37152.68,31689.07,5463.61
Berwyn,"Illinois Café & Service Company, LLC",140701122,6,4463249.71,4059006.13,404243.58,1742389,1338145.42,404243.58,141485.32,120678.66,20806.66
Berwyn,ITALIAN-AMERICAN CIVIC ORGANIZATION OF BERWYN,210702822,5,223034.15,199952.55,23081.6,74468,51386.4,23081.6,8078.57,6890.55,1188.02
Berwyn,ITXIKY LLC,240700646,6,691540.55,634913.29,56627.26,284010,227382.74,56627.26,19819.8,16905.12,2914.68
Berwyn,JARDIN LTD.,230701461,6,75397.31,63806.54,11590.77,36216,24625.23,11590.77,4056.87,3460.28,596.59
Berwyn,JPL LOUNGE LLC,240701718,5,55913.97,48898.06,7015.91,23020,16004.09,7015.91,2455.59,2094.47,361.12
Berwyn,"JUNIOR'S BAR AND GRILL, INC.",120708208,6,1956320.37,1807898.03,148422.34,601819,453396.71,148422.29,51948.14,44308.7,7639.44
Berwyn,"KATZ FAM, INC.",190703500,5,373965.61,342646.18,31319.43,142430,111110.57,31319.43,10961.96,9349.91,1612.05
Berwyn,"Kladas, Inc.",120700649,6,1285545.03,1150692.36,134852.67,475088,340235.33,134852.67,47198.69,40257.7,6940.99
Berwyn,LA CASA DEL CAFFE LLC,230701882,6,707876.88,646568.98,61307.9,220712,159404.1,61307.9,21457.95,18302.36,3155.59
Berwyn,Lacey's Place LLC Series Berwyn,160702878,6,3332669.52,3015159.89,317509.63,1292989,975389.3,317599.7,111160.11,94813.03,16347.08
Berwyn,"LUCKY DOG III, INCORPORATED",150702129,6,814263.37,718155.03,96108.34,286372,190226.66,96145.34,33650.98,28702.31,4948.67
Berwyn,"Luigi's Paisans Pizza, Inc.",130702452,5,896705.86,800954.44,95751.42,352709,256957.78,95751.22,33513,28584.62,4928.38
Berwyn,"Mama Kazzs, Inc.",120701421,6,164848.59,148493.75,16354.84,57057,40702.16,16354.84,5724.24,4882.44,841.8
Berwyn,"May's Berwyn, LLC",180701594,6,2013089.59,1800728.34,212361.25,740832,528472.75,212359.25,74325.78,63395.51,10930.27
Berwyn,MCCREERY LLC,140701398,6,1307282.36,1188741.15,118541.21,442067,323525.79,118541.21,41489.56,35388.17,6101.39
Berwyn,"Michael Anthony's Pizzeria, Inc.",120701361,5,1227075.8,1096460.48,130615.32,466377,335761.68,130615.32,45715.51,38992.64,6722.87
Berwyn,"MIKE'S PLACE SPORTS BAR & GRILL, LLC",190701911,6,437519.78,392786.27,44733.51,203162,158428.49,44733.51,15656.83,13354.35,2302.48
Berwyn,MKR CAFES LLC,180700347,6,341679.64,313278.46,28401.18,144102,115700.47,28401.53,9940.67,8478.81,1461.86
Berwyn,"MONSE'S TAPAS BAR , INC.",210701996,6,1618637.27,1443801.18,174836.09,612719,437882.91,174836.09,61192.86,52193.91,8998.95
Berwyn,"Mr. D's 12th Street Rag, Inc.",120707524,6,1286047.26,1156773.66,129273.6,498391,369117.4,129273.6,45245.93,38592.13,6653.8
Berwyn,MTDB Corporation,120700789,6,1853055.2,1675241.45,177813.75,717266,539452.13,177813.87,62234.92,53082.72,9152.2
Berwyn,"Nonna D's Pizzeria, Inc.",150700584,6,358893.5,319492.11,39401.39,130934,91532.61,39401.39,13790.59,11762.57,2028.02
Berwyn,"Oasis Bar and Grill, Inc.",120701315,3,211483.09,187059.22,24423.87,69916,45492.13,24423.87,8548.42,7291.31,1257.11
Berwyn,"Off the Traxx, Inc.",120711978,3,531808.99,480170.04,51638.95,203780,152141.05,51638.95,18073.72,15415.82,2657.9
Berwyn,On the Rocks Events Inc.,220702944,5,300100.94,261496.83,38604.11,125018,86413.89,38604.11,13511.57,11524.58,1986.99
Berwyn,Paganelli Incorporated,140702005,5,830705.63,744527.09,86178.54,328350,242171.46,86178.54,30162.5,25726.84,4435.66
Berwyn,Randi M Wagner,120700535,6,2021157.22,1813359.74,207797.48,782261,574463.52,207797.48,72729.29,62033.8,10695.49
Berwyn,SPRINGLAKE BERWYN INC.,240702266,6,173197,166168.24,7028.76,68237,61208.24,7028.76,2460.09,2098.31,361.78
Berwyn,"Stella's - Berwyn, LLC",160700779,6,6081932.16,5529979.65,551952.51,2423562,1871609.49,551952.51,193183.63,164774.28,28409.35
Berwyn,"Tapp City, Inc.",120708475,6,2176074.8,1980778.74,195296.06,815242,619945.94,195296.06,68353.69,58301.67,10052.02
Berwyn,The Izaguirre Corporation,120706444,6,874871.69,787998.66,86873.03,327289,240415.61,86873.39,30405.92,25934.47,4471.45
Berwyn,"THE LAUNDRY WORLD COMPANY OF BERWYN, LLC",240702151,6,1750602.17,1586208.05,164394.12,728816,564421.88,164394.12,57538.07,49076.59,8461.48
Berwyn,Tinas Tall Glass Inc.,240701797,6,540168.46,483904.16,56264.3,256662,200397.7,56264.3,19692.54,16796.58,2895.96
Berwyn,"TIPSY'S TAP, INCORPORATED",160700359,6,561137.36,496242.46,64894.9,207235,142340.1,64894.9,22713.43,19373.21,3340.22
Berwyn,"Tlaloc, Inc.",120702213,5,964277.35,873318.5,90958.85,359839,268880.15,90958.85,31835.8,27154.06,4681.74
Berwyn,"V-BAR, INC.",150700029,5,777697.51,713893.44,63804.07,285702,221897.51,63804.49,22331.82,19047.73,3284.09
Berwyn,"Vinny's Gambling Cafe Group, Inc.",140704307,6,1345998.04,1218621.75,127376.29,496043,368666.71,127376.29,44581.76,38025.62,6556.14
Bethalto,"""Geno's"" 140 Club, Inc.""",130703360,3,650026.37,601487.25,48539.12,183640,135100.88,48539.12,16988.72,14490.38,2498.34
Bethalto,"109 South, Inc.",170701206,5,1394905.28,1272717.3,122187.98,449752,327564.02,122187.98,42765.96,36476.87,6289.09
Bethalto,"JBL, LLC",190702502,6,3606357.56,3274482.66,331874.9,1236334,904426.3,331907.7,116167.96,99084.44,17083.52
Bethalto,LAUX PROPERTIES LLC,180702059,6,2066755.8,1881703.86,185051.94,737920,552868.06,185051.94,64768.31,55243.58,9524.73
Bethalto,"Nu Bowl Lanes, Inc.",170700226,6,1323904.47,1181038.9,142865.57,513717,370851.43,142865.57,50002.99,42649.61,7353.38
Bethalto,"Roma's Pizza, Incorporated",230701231,6,290087.78,276652.02,13435.76,119304,105868.24,13435.76,4702.67,4011.09,691.58
Bethalto,"Runway Lounge & Package Liquor, Inc.",170700261,6,3458814.12,3179481.6,279332.52,1084978,805645.48,279332.52,97766.58,83389.15,14377.43
Bethalto,"S.S.P. Dairy, Corporation",240702299,6,193768.49,172160.78,21607.71,60195,38587.29,21607.71,7562.7,6450.53,1112.17
Bethalto,"SFH Enterprises, LLC",220702928,6,1898614.63,1729707.09,168907.54,569975,401067.46,168907.54,59117.81,50424,8693.81
Bethalto,SOHAM CORPORATION,190702479,6,2864671.24,2545910,318761.24,965533,646771.76,318761.24,111566.66,95159.81,16406.85
Bethany,American Legion Bethany Post No. 507,190900052,4,170311.33,152762.14,17549.19,49245,31695.81,17549.19,6142.39,5239.1,903.29
Bethany,"BBMS, LLC",160701273,6,1048225.99,946760.16,101465.83,377688,276221.73,101466.27,35513.38,30290.84,5222.54
Big Rock,"Rock Way Mart Inc.,",141003932,6,1347622.55,1186701.56,160920.99,486494,325573.01,160920.99,56322.78,48040.01,8282.77
Biggsville,STEVEN GIBB,210701304,4,465587.52,419468.93,46118.59,134870,88751.41,46118.59,16141.46,13767.71,2373.75
Bishop Hill,"The Colony Inn, LLC",180700281,6,716530.4,653843.89,62686.51,257869,195182.19,62686.81,21940.72,18714.14,3226.58
Bismarck,"Brew House Market, Ltd.",230700184,6,2671044.26,2482753.71,188290.55,936806,748515.45,188290.55,65901.93,56210.47,9691.46
Blandinsville,"2 DOORS DOWN, LLC",200702629,5,264055.67,235824.15,28231.52,107023,78791.33,28231.67,9881.24,8428.12,1453.12
Blandinsville,BLANDINSVILLE GOLF AND COUNTRY CLUB,210700751,4,148020.9,129087.22,18933.68,57569,38635.32,18933.68,6626.87,5652.33,974.54
Blandinsville,RK TRADERS INC.,230701883,5,551294.67,492818.45,58476.22,205936,147459.78,58476.22,20466.79,17456.97,3009.82
Blandinsville,"Slups Bar & Grill, LLC",160703305,5,296814.92,263188.63,33626.29,117730,84103.11,33626.89,11769.57,10038.74,1730.83
Bloomingdale,AA WOOD FIRE BAR LLC,230703309,6,1574157.11,1428607.99,145549.12,619154,473605.03,145548.97,50942.39,43450.86,7491.53
Bloomingdale,ALCENTRO TRATTORIA LLC,180702023,3,94307.72,85431.66,8876.06,39322,30445.94,8876.06,3106.56,2649.71,456.85
Bloomingdale,"ANYWAY'S BLOOMINGDALE, INC.",140702728,6,4849905.61,4376358.41,473547.2,1712889,1239341.8,473547.2,165741.66,141367.89,24373.77
Bloomingdale,"Caputo's New Farm Produce-Bloomingdale, Inc.",220701206,5,2164233.93,1934403.5,229830.43,828094,598263.57,229830.43,80440.73,68611.22,11829.51
Bloomingdale,"Cesar's Sports Bar, Inc.",140702185,6,1775995.77,1611951.78,164043.99,646222,482178.01,164043.99,57415.54,48972.09,8443.45
Bloomingdale,ELD Restaurants Inc.,230702660,5,228907.98,209183.73,19724.25,85036,65311.75,19724.25,6903.6,5888.38,1015.22
Bloomingdale,"LA CAMPANA RESTAURANT, INC.",170703304,3,1173685.61,1061406.56,112279.05,473134,360855.15,112278.85,39297.64,33518.57,5779.07
Bloomingdale,"LRZ, INC.",230701304,5,619490.59,557034.96,62455.63,252624,190130.49,62493.51,21872.84,18656.26,3216.58
Bloomingdale,"ROOSTER'S BAR N GRILL, INC.",140702197,6,4266908.83,3885434.45,381474.38,1627300,1245825.92,381474.08,133516.01,113881.32,19634.69
Bloomingdale,"Tony Spavone Ristorante, Inc.",140701097,4,514308.68,466496.68,47812,257908,210096,47812,16734.31,14273.37,2460.94
Bloomingdale,USRAMEN INC.,240702275,5,8445.44,7247.38,1198.06,3240,2041.94,1198.06,419.34,357.67,61.67
Bloomington,American Hungarian Family Society,150700683,5,465723.25,423846.55,41876.7,163429,121552.3,41876.7,14657.06,12501.61,2155.45
Bloomington,"Arlandria, L.L.C.",230700613,5,1972573.62,1793200.45,179373.17,722687,543313.83,179373.17,62780.63,53548.18,9232.45
Bloomington,Around the Corner II Inc.,190703227,5,1746230.94,1615935.39,130295.55,683899,553603.65,130295.35,45603.35,38896.98,6706.37
Bloomington,"Around the Corner, Inc.",140704223,5,4629402.11,4285812.48,343589.63,1894233,1550642.97,343590.03,120256.56,102571.8,17684.76
Bloomington,Auctus LLC,130702568,5,2189310.46,2017645.12,171665.34,678399,506733.74,171665.26,60082.9,51247.18,8835.72
Bloomington,"BAYMT, Inc",120702074,5,2939264.99,2698865.78,240399.21,937015,696615.79,240399.21,84139.68,71766.19,12373.49
Bloomington,"BillHill, Inc.",120706741,5,1944805.49,1742495.75,202309.74,718165,515855.33,202309.67,70808.45,60395.45,10413
Bloomington,BLOOMINGTON COLUMBIAN HOME ASSOCIATION,180700671,5,804031.04,755767.83,48263.21,328873,280609.79,48263.21,16892.08,14407.95,2484.13
Bloomington,Bloomington F.O.E. #527,120807649,5,424723.28,391019.7,33703.58,141255,107551.42,33703.58,11796.32,10061.56,1734.76
Bloomington,Bloomington Lodge No. 745 Loyal Order of Moose,120807123,5,1314220.91,1214909.75,99311.16,410881,311569.84,99311.16,34759.01,29647.39,5111.62
Bloomington,"Braize, LLC",220700525,5,3101679.19,2828614.81,273064.38,1133045.81,859981.43,273064.38,95572.7,81517.89,14054.81
Bloomington,"Brickyard Barrel House, LLC",220702927,2,199285.14,179844.21,19440.93,73722,54281.07,19440.93,6804.44,5803.79,1000.65
Bloomington,Chronister Oil Company,121007648,5,7309988.68,6676006.21,633982.47,2351437,1717446.13,633990.87,221896.88,189264.98,32631.9
